400	1.85
500	1.6
600	1.46
700	1.4
800	1.36
900	1.35
1000	1.29
1100	1.3
1200	1.33
1300	1.36
1400	1.38
1500	1.32
1600	1.4
1800	1.41
2000	1.37
2200	1.38
2400	1.37
2600	1.52
2800	1.56
3000	1.54
3200	1.57
3400	1.51
3600	1.59
3800	1.54
4000	1.56
4200	1.57
4400	1.62
4600	1.56
4800	1.55
5000	1.59
5200	1.59
5400	1.61
5600	1.57
6000	1.55
6500	1.6
7000	1.9
7500	1.99
8000	2.21
8500	2.45
9000	2.87
9500	3.3
10000	3.9
