10	-1.514194
59.975	34.20899
109.95	43.27102
159.925	46.82644
209.9	48.07034
259.875	48.63216
309.85	48.46666
359.825	48.21184
409.8	47.4725
459.775	47.61901
509.75	47.2346
559.725	46.73288
609.7	46.35555
659.675	46.05819
709.65	45.46579
759.625	45.03318
809.6	44.41365
859.575	44.24945
909.55	43.85968
959.525	43.55244
1009.5	43.13796
1059.475	42.89215
1109.45	42.59641
1159.425	42.45214
1209.4	42.16663
1259.375	41.82522
1309.35	41.74673
1359.325	41.98915
1409.3	41.76214
1459.275	41.71375
1509.25	41.56826
1559.225	41.54601
1609.2	41.65261
1659.175	41.15855
1709.15	41.1871
1759.125	40.8002
1809.1	40.7454
1859.075	40.13956
1909.05	40.10824
1959.025	39.78236
2009	39.04476
2058.975	38.9063
2108.95	38.47343
2158.925	37.61715
2208.9	37.83482
2258.875	36.96126
2308.85	36.59288
2358.825	36.47419
2408.8	35.9576
2458.775	35.49943
2508.75	35.24095
2558.725	35.03803
2608.7	34.84826
2658.675	34.27638
2708.65	34.19353
2758.625	34.06404
2808.6	33.53631
2858.575	33.37691
2908.55	32.80037
2958.525	32.65953
3008.5	32.36654
3058.475	31.87866
3108.45	31.48259
3158.425	31.02667
3208.4	30.98143
3258.375	30.55335
3308.35	30.12189
3358.325	29.70207
3408.3	29.49298
3458.275	29.15944
3508.25	28.65552
3558.225	28.63478
3608.2	28.44799
3658.175	28.18019
3708.15	27.83177
3758.125	27.52668
3808.1	27.32474
3858.075	27.05829
3908.05	26.95134
3958.025	27.07026
4008	26.66101
4057.975	26.51767
4107.95	25.86333
4157.925	25.77556
4207.9	26.0216
4257.875	25.63216
4307.85	25.60521
4357.825	25.27464
4407.8	24.88857
4457.775	24.83928
4507.75	24.50586
4557.725	24.61533
4607.7	24.42684
4657.675	24.11588
4707.65	24.16274
4757.625	24.27605
4807.6	24.07264
4857.575	24.04934
4907.55	24.52133
4957.525	24.45307
5007.5	24.50232
5057.475	24.83227
5107.45	25.06872
5157.425	24.97218
5207.4	25.27832
5257.375	25.1511
5307.35	25.23352
5357.325	25.01165
5407.3	24.62553
5457.275	24.50995
5507.25	24.21787
5557.225	23.52301
5607.2	23.14044
5657.175	22.59717
5707.15	22.13313
5757.125	21.8125
5807.1	21.38338
5857.075	20.78019
5907.05	20.46175
5957.025	19.56496
6007	19.06984
6056.975	19.01312
6106.95	18.08032
6156.925	17.58447
6206.9	17.48115
6256.875	16.72697
6306.85	16.19507
6356.825	16.07665
6406.8	15.53362
6456.775	15.01336
6506.75	14.06745
6556.725	13.68801
6606.7	13.77692
6656.675	13.31802
6706.65	13.03891
6756.625	12.61147
6806.6	11.92606
6856.575	11.93436
6906.55	12.2559
6956.525	11.52591
7006.5	11.45521
7056.475	11.07958
7106.45	11.57324
7156.425	11.16354
7206.4	11.33205
7256.375	11.07421
7306.35	10.94322
7356.325	10.70353
7406.3	11.04327
7456.275	11.60435
7506.25	11.53646
7556.225	11.5952
7606.2	11.91123
7656.175	11.47371
7706.15	12.18758
7756.125	13.04591
7806.1	12.85138
7856.075	11.1289
7906.05	8.637563
7956.025	6.872912
8006	4.991918
8055.975	4.917878
8105.95	5.735276
8155.925	7.540382
8205.9	8.945164
8255.875	8.580466
8305.85	6.468509
8355.825	7.61118
8405.8	9.957913
8455.775	10.01722
8505.75	9.503969
8555.725	9.169582
8605.7	8.294053
8655.675	8.38033
8705.65	7.82883
8755.625	7.034567
8805.6	7.346303
8855.575	7.223104
8905.55	6.28358
8955.525	6.268262
9005.5	5.615552
9055.475	5.755762
9105.45	5.109231
9155.425	5.180326
9205.4	4.222534
9255.375	4.266872
9305.35	3.343725
9355.325	3.351251
9405.3	3.106525
9455.275	2.362198
9505.25	1.963582
9555.225	1.58681
9605.2	0.9194435
9655.175	1.144437
9705.15	0.4788788
9755.125	-0.2435448
9805.1	-1.368481
9855.075	-1.498561
9905.05	-2.355962
9955.025	-2.177422
10005	-2.533376
10054.975	-1.74096
10104.95	-1.110524
10154.925	-1.129843
10204.9	-1.170833
10254.875	0.128957099999999
10304.85	-0.406844
10354.825	0.9536735
10404.8	1.980718
10454.775	2.248003
10504.75	3.16041
10554.725	1.569614
10604.7	-0.5194056
10654.675	0.9596891
10704.65	5.808178
10754.625	10.06411
10804.6	4.957235
10854.575	-3.223407
10904.55	-5.875769
10954.525	-8.229319
11004.5	-7.042863
11054.475	-1.455984
11104.45	-0.7571037
11154.425	-2.549736
11204.4	-2.838279
11254.375	-2.106522
11304.35	-2.915116
11354.325	-4.07413
11404.3	-4.962648
11454.275	-6.283377
11504.25	-8.457308
11554.225	-10.45634
11604.2	-9.326497
11654.175	-9.474586
11704.15	-10.62487
11754.125	-13.69936
11804.1	-12.87809
11854.075	-13.7005
11904.05	-14.08252
11954.025	-14.80986
12004	-12.28315
12053.975	-14.12403
12103.95	-13.17027
12153.925	-15.71985
12203.9	-14.20584
12253.875	-13.29432
12303.85	-13.15979
12353.825	-12.57953
12403.8	-12.25767
12453.775	-11.61199
12503.75	-10.71424
12553.725	-10.56153
12603.7	-8.243842
12653.675	-8.388699
12703.65	-7.874522
12753.625	-5.558106
12803.6	-4.529833
12853.575	-2.765299
12903.55	-1.753558
12953.525	-0.929074900000001
13003.5	-0.327304699999999
13053.475	-0.2203535
13103.45	-0.3988684
13153.425	-1.26929
13203.4	-0.4838182
13253.375	-1.209692
13303.35	-3.250224
13353.325	-5.834589
13403.3	-5.412383
13453.275	-6.734112
13503.25	-8.703328
13553.225	-10.77765
13603.2	-10.80396
13653.175	-13.77556
13703.15	-14.10779
13753.125	-15.56011
13803.1	-15.7924
13853.075	-17.49821
13903.05	-17.76574
13953.025	-19.79392
14003	-26.80566
